basename	size	datetime
r01_carrito.jpg	14140	2012-08-10 00:39:46
r02_compras.jpg	13795	2012-08-10 00:39:46
r03_tshirt.jpg	12018	2012-08-10 00:39:46
r04_apple.jpg	11805	2012-08-10 00:39:46
